HJD,mag,emag
56091.9949940001,12.359364,0.013551
56091.9950979999,12.34963,0.013492
56091.9951909999,12.359586,0.013436
56097.9706080002,12.35499,0.014225
56097.970712,12.352654,0.014126
56097.9708039998,12.332604,0.01383
56098.9704220002,12.302768,0.016131
56099.9705730001,12.325615,0.013452
56099.9707,12.349056,0.013777
56099.9708039998,12.263593,0.012629
56100.9704570002,12.31493,0.013662
56100.9705610001,12.345114,0.014221
56100.9706540001,12.208478,0.01242
56101.9707579999,12.372816,0.014006
56101.9708619998,12.37715,0.014002
56101.9709549998,12.370969,0.014044
56102.9709549998,12.368679,0.013401
56102.971047,12.355092,0.013374
56102.97114,12.350034,0.013416
56104.145666,12.427761,0.013682
56104.1457580002,12.371906,0.013385
56104.1458510002,12.378234,0.013419
56104.9718809999,12.314817,0.0128
56104.9719730001,12.334959,0.01284
56104.9720660001,12.28929,0.012629
56109.9730150001,12.310231,0.014665
56109.973119,12.311984,0.014499
56109.973212,12.341544,0.014605
56110.9729920002,12.32488,0.013131
56110.973096,12.331757,0.013764
56110.9731999999,12.309701,0.013388
56113.052656,12.350369,0.015114
56113.052749,12.378117,0.015076
56114.2122510001,12.319072,0.015321
56114.2123440001,12.403109,0.015695
56114.2124359999,12.404802,0.015898
56114.9739990002,12.328495,0.014118
56114.9740909999,12.303682,0.013666
56114.9741839999,12.311174,0.01372
56115.97401,12.30917,0.014139
56115.9741150001,12.328398,0.013876
56115.9742069999,12.320776,0.013884
56116.974554,12.34297,0.013264
56116.9746590001,12.328058,0.013115
56116.9747509998,12.303675,0.013096
56117.9745780001,12.302547,0.01265
56117.9746699999,12.313206,0.01275
56117.9747629999,12.285328,0.012645
56118.9751909999,12.226487,0.012385
56118.9752949998,12.242816,0.012354
56118.9753879998,12.273595,0.012462
56120.1198669998,12.353517,0.013859
56120.119959,12.372879,0.014062
56120.1200410002,12.397199,0.014092
56123.1360709998,12.325457,0.012837
56123.136163,12.322845,0.013232
56123.136256,12.359596,0.013377
56123.9765570001,12.330187,0.012605
56123.9766489998,12.333408,0.01269
56123.9767419999,12.413098,0.013558
56124.9771699999,12.426569,0.01379
56124.9772629999,12.389064,0.013607
56124.9773550001,12.384196,0.013671
56125.9775169999,12.385561,0.01338
56125.977622,12.36577,0.0133
56125.9777139998,12.398351,0.013449
56127.9782349998,12.337949,0.014631
56127.9783279998,12.29171,0.014439
56127.9784090002,12.309093,0.014418
56129.9788719998,12.25339,0.013668
56129.978964,12.432349,0.016014
56129.979057,12.380555,0.018045
56131.0107229999,12.337722,0.01287
56131.010828,12.348896,0.012885
56131.0109089999,12.33383,0.012748
56131.9789410001,12.349672,0.012748
56131.9790449999,12.364195,0.012776
56131.9791259998,12.335699,0.012667
56132.97945,12.307495,0.012598
56132.979543,12.336123,0.012551
56132.9796350002,12.361312,0.012998
56134.9797510002,12.342506,0.012694
56134.979855,12.365579,0.012876
56134.979936,12.319629,0.012742
56135.9805029999,12.368803,0.014656
56135.980608,12.403214,0.015022
56135.9807000002,12.381304,0.014761
56137.0431189998,12.354353,0.014095
56137.0432230001,12.37722,0.014253
56137.0433390001,12.376682,0.014141
56137.9807350002,12.381313,0.014371
56137.980862,12.363833,0.014243
56137.980955,12.36286,0.014203
56138.981071,12.308361,0.014068
56138.9811860002,12.327604,0.014228
56138.9812909998,12.337283,0.014142
56139.9813140002,12.408486,0.014757
56139.981441,12.352666,0.014548
56139.9815449999,12.400839,0.015702
56146.1315569999,12.280443,0.013288
56146.1316610002,12.272883,0.013043
56146.1317650001,12.282203,0.013198
56146.9840569999,12.453883,0.01537
56146.9841490001,12.504128,0.015684
56147.984462,12.357865,0.013159
56147.9845540002,12.351315,0.01299
56147.9846589998,12.408607,0.013336
56148.984797,12.37123,0.013135
56148.98489,12.380899,0.01331
56148.984983,12.342272,0.013094
56150.9853650001,12.334527,0.012889
56150.9854569999,12.323133,0.012851
56150.9855499999,12.312508,0.012786
56151.9854339999,12.286299,0.012565
56151.9855269999,12.319238,0.012763
56151.9856190002,12.281906,0.012622
56153.9863720001,12.341725,0.012799
56153.9864639998,12.374937,0.012916
56153.9865569999,12.365153,0.012851
56157.9879569998,12.298103,0.012446
56157.9880499998,12.26631,0.012301
56157.9881420001,12.320105,0.012641
56158.9880269999,12.365355,0.012816
56158.9881190001,12.350368,0.01273
56158.9882120001,12.354349,0.012708
56160.0016839998,12.430575,0.014471
56160.0017769998,12.454778,0.014702
56160.001869,12.441984,0.014521
56161.001557,12.344065,0.014174
56161.0016490002,12.357458,0.014346
56161.0017530001,12.363744,0.014256
56165.001013,12.356736,0.01286
56165.0011049998,12.375784,0.01301
56165.0012090001,12.340249,0.012837
56165.9899940002,12.360103,0.014081
56165.990098,12.361192,0.014043
56165.9902030001,12.357635,0.014239
56166.9904109999,12.332602,0.012831
56166.9905030001,12.335512,0.012815
56166.9905960001,12.313123,0.012833
56168.0690680002,12.377174,0.017579
56168.0691610002,12.373781,0.018449
56168.9910240001,12.363664,0.013539
56168.9911170001,12.410239,0.01376
56168.991221,12.371181,0.013529
56170.9918109998,12.37321,0.01401
56170.9919039998,12.353796,0.014154
56170.9919969998,12.337185,0.013922
56171.9926220002,12.274938,0.012691
56171.9927139999,12.402238,0.014253
56171.9928069999,12.240861,0.01275
56175.9935360001,12.359776,0.012784
56175.9936279999,12.313392,0.012627
56175.9937209999,12.28286,0.012638
56178.9982469999,12.323695,0.014469
56178.9983279998,12.393579,0.014713
56178.9984200001,12.382098,0.014802
56181.0289289998,12.342813,0.013619
56181.0290219998,12.353333,0.013652
56181.0291260001,12.34244,0.013553
56181.9958620002,12.334968,0.013196
56181.9959550002,12.328019,0.01305
56181.996059,12.374655,0.013332
56182.9962559999,12.277374,0.012888
56182.9963600002,12.283005,0.012722
56182.9964530002,12.309784,0.012839
56183.9968690001,12.326053,0.013252
56183.996973,12.351402,0.013163
56183.9970780001,12.325539,0.013187
56184.9969040002,12.321532,0.013248
56184.9970430001,12.312837,0.013225
56184.9971469999,12.334096,0.013155
56185.9974130001,12.315515,0.013215
56185.9975410001,12.327683,0.013202
56185.997645,12.376643,0.013342
56189.999578,12.3694,0.015427
56189.9996930002,12.347222,0.01546
56189.9998090002,12.368002,0.015593
56191.0000169999,12.35779,0.013914
56191.000122,12.356168,0.014005
56191.0002259999,12.356538,0.013894
56191.9999589999,12.286748,0.013008
56192.0000519999,12.285917,0.013004
56192.0001559998,12.325304,0.013192
56193.0230029998,12.306197,0.016809
56193.0231079999,12.308037,0.01696
56193.0232000002,12.349201,0.017523
56194.0129459999,12.386255,0.021105
56194.0130380001,12.331572,0.020404
56194.0131310001,12.318131,0.021085
56195.0010469998,12.404061,0.014611
56195.0011519999,12.375383,0.01441
56195.0012440002,12.370117,0.01442
56196.0023090001,12.344242,0.016117
56196.0024020001,12.298735,0.015924
56196.0024939999,12.346535,0.016072
56197.0024589999,12.381001,0.019478
56197.002541,12.400647,0.018287
56197.0026449999,12.399229,0.019135
56199.0038140002,12.307685,0.017102
56199.0039289999,12.362655,0.017315
56199.0040219999,12.28304,0.017052
57100.3644039999,12.386556,0.016809
57100.3645310002,12.352494,0.016776
57100.36467,12.378319,0.016792
57102.3615450002,12.322974,0.016476
57102.361672,12.2405,0.015819
57102.361788,12.267094,0.016487
57108.3738250001,12.271756,0.016135
57108.3739530002,12.286631,0.016255
57108.3740679999,12.332416,0.016409
57109.3742530001,12.358893,0.016732
57109.3743579998,12.340418,0.016718
57109.374473,12.390519,0.016841
57110.3750060001,12.362154,0.017045
57110.3751679999,12.343728,0.017116
57110.3752950002,12.386388,0.017172
57111.375341,12.317867,0.016637
57111.3755839998,12.292796,0.016473
57111.3757000002,12.307449,0.01648
57112.3761519999,12.373634,0.016518
57112.3763830001,12.338981,0.016153
57112.376499,12.330952,0.015767
57113.3765449999,12.279052,0.015653
57113.3766609998,12.274739,0.015656
57113.37695,12.234709,0.014851
57114.377506,12.308056,0.016004
57114.3776909998,12.252019,0.015726
57114.3778300001,12.284722,0.015981
57116.0075409999,12.180722,0.024283
57116.0077260002,12.163244,0.029577
57116.007853,12.340345,0.029932
57117.0083969999,12.378565,0.026903
57117.0085129999,12.284137,0.024863
57117.0086750002,12.350386,0.025268
57118.0091840001,12.297105,0.020692
57118.0093109999,12.326068,0.020859
57118.0094269998,12.393342,0.022829
57119.0595780001,12.333858,0.025272
57119.0598550001,12.42636,0.049885
57121.392089,12.349011,0.018178
57121.3922509998,12.305496,0.018036
57122.3927139998,12.396171,0.020763
57122.3928760001,12.417292,0.020457
57122.3931080001,12.300134,0.019358
57123.3933970002,12.308421,0.01605
57123.3936279998,12.266403,0.015792
57123.3937559999,12.316092,0.016054
57125.3942300002,12.535669,0.021328
57125.3943460002,12.511291,0.021046
57126.39445,12.354788,0.016953
57126.3945889999,12.311325,0.01676
57126.3947049999,12.285047,0.016664
57128.9899590001,12.511197,0.022284
57128.9900639998,12.586855,0.022795
57128.9901680001,12.569931,0.022394
57132.9880380002,12.686936,0.024577
57133.9894849998,12.510858,0.021823
57133.9895890001,12.455629,0.021406
57133.9897050001,12.453568,0.021257
57135.0489989999,12.441565,0.018831
57135.0491260001,12.423322,0.018804
57135.0492420001,12.372594,0.018469
57136.0492190002,12.513836,0.020431
57136.049323,12.475684,0.020068
57136.049439,12.528561,0.020546
57137.0741719999,12.322195,0.016276
57137.074277,12.230712,0.015855
57137.0743809999,12.256087,0.015868
57139.0241959998,12.40673,0.019043
57139.0243000002,12.388842,0.018966
57139.024404,12.437068,0.019326
57140.0260709999,12.411773,0.019805
57140.026325,12.400741,0.019694
57140.0264289998,12.501352,0.020342
57141.0269619999,12.482995,0.018819
57141.0270659998,12.41289,0.018232
57141.0271820002,12.407053,0.018464
57142.027309,12.39412,0.018768
57142.027425,12.462498,0.019172
57142.0275289998,12.395174,0.018733
57143.0277030002,12.421848,0.018077
57143.02783,12.394854,0.017934
57143.0279339999,12.392575,0.017704
57146.053663,12.399445,0.025378
57146.053791,12.433087,0.029324
57146.0538829998,12.446073,0.026909
57147.0541960001,12.422958,0.020852
57147.0543,12.42553,0.020735
57147.0544039998,12.244541,0.015175
57148.0548089999,12.359194,0.016778
57148.0549360001,12.367796,0.016833
57148.0550870001,12.271082,0.016378
57150.0568690002,12.489951,0.020427
57150.0569850002,12.49854,0.020607
57150.057089,12.535753,0.020729
57151.0580150001,12.481531,0.023048
57151.0581189999,12.461134,0.021904
57151.0582229998,12.501735,0.022154
57152.0581999999,12.399039,0.029555
57152.0583159998,12.416645,0.031473
57152.0584320002,12.492193,0.033136
57153.1652370002,12.415605,0.017791
57153.1653530002,12.46129,0.018011
57153.165515,12.394569,0.017683
57154.1659200001,12.378013,0.017246
57154.166094,12.398918,0.017522
57154.1662090002,12.304486,0.016976
57155.1663600001,12.433388,0.018289
57155.16658,12.434866,0.01838
57155.1667070002,12.449223,0.018465
57156.1670659999,12.479651,0.01859
57156.1672279998,12.455902,0.018388
57156.1673440002,12.372462,0.01797
57157.167564,12.467895,0.019004
57157.1676790002,12.443355,0.018957
57157.1677950001,12.431555,0.018722
57158.1683280002,12.417856,0.018177
57158.1684429999,12.453576,0.01833
57158.1685469998,12.412707,0.018093
57159.1686860002,12.433224,0.018335
57159.1688020001,12.429914,0.018432
57159.168906,12.477328,0.018426
57160.1693000002,12.461083,0.018897
57160.1694040001,12.46911,0.0188
57160.1694970001,12.465659,0.01894
57181.9967769999,12.392352,0.115669
57181.9969040002,12.391859,0.11391
57181.997031,12.393293,0.127277
57182.998038,12.380851,0.108711
57182.998166,12.388507,0.109058
57182.9982929998,12.39898,0.106946
57184.2703760001,12.283388,0.126307
57184.2705270001,12.352907,0.129257
57184.2706419998,12.406128,0.14517
57186.1112910002,12.369862,0.117414
57186.111418,12.368975,0.127794
57186.1115219998,12.369902,0.118363
57187.1115680002,12.355384,0.131041
57187.111672,12.356391,0.126549
57187.1117770001,12.401471,0.125065
57188.111823,12.407899,0.1451
57188.1119269999,12.429072,0.137423
57188.1120429998,12.427352,0.143355
57189.1130030002,12.326352,0.142758
57189.1131310002,12.396702,0.148151
57189.1132350001,12.366531,0.151794
57190.1389990002,12.371819,0.133191
57190.1391150001,12.33295,0.12688
57190.139219,12.390124,0.129891
57194.2551910002,12.374682,0.0206
57194.2553300001,12.472978,0.022263
57194.255446,12.460549,0.021964
57196.2584549999,12.504626,0.024789
57196.2585709998,12.475717,0.024945
57196.258686,12.433449,0.025007
57198.156256,12.418905,0.017446
57198.1563829999,12.464309,0.017612
57198.1564989998,12.463951,0.017664
57227.1661169999,12.301588,0.016155
57227.1662329999,12.266358,0.015806
57227.1663480001,12.27747,0.015964
57230.0604340001,12.296254,0.015584
57230.0605609999,12.30824,0.015429
57230.0606769999,12.305824,0.015482
57233.0496350001,12.314388,0.017581
57233.049751,12.259096,0.01689
57233.0498549999,12.339282,0.017569
57234.0503409999,12.342918,0.016481
57234.050446,12.358697,0.020695
57234.0505499998,12.300828,0.021465
57235.050816,12.35661,0.076757
57235.0509199998,12.597104,0.089312
57235.0510359998,12.080286,0.058713
57236.0512089999,12.453266,0.017052
57236.051314,12.334084,0.017218
57236.0514179999,12.268017,0.016913
57237.0966380001,12.259733,0.017756
57237.0967529998,12.267367,0.017803
57237.0968689998,12.268898,0.017553
57249.0193810002,12.523937,0.019409
57249.0194850001,12.586486,0.019861
57252.0237909998,12.407217,0.019507
57252.0238950001,12.444273,0.019866
57252.0239869999,12.489363,0.020131
57253.0241840002,12.368333,0.01396
57253.0242880001,12.335474,0.013847
57253.024404,12.313944,0.01386
57435.3742189999,12.419953,0.011579
57435.3743110001,12.400767,0.011435
57435.3744160002,12.419511,0.011499
57437.3166609998,12.334293,0.011311
57437.316753,12.358127,0.011386
57437.316846,12.355439,0.011398
57438.3172510001,12.403831,0.012047
57438.3173440001,12.401516,0.011999
57438.317448,12.42006,0.012146
57439.3179919999,12.369725,0.012031
57439.3180959998,12.360845,0.011956
57439.3182000001,12.357373,0.011853
57441.129404,12.369925,0.016667
57441.12952,12.42253,0.017488
57441.1296350001,12.378768,0.016664
57442.131302,12.398554,0.015928
57442.1314059999,12.359439,0.016645
57442.1315339999,12.396305,0.015789
57443.1336400001,12.286194,0.014361
57443.1337560001,12.334074,0.014666
57443.133872,12.310241,0.01428
57444.1355730002,12.380225,0.013073
57444.1356660002,12.330851,0.012717
57444.135758,12.461538,0.013381
57445.1375750001,12.404943,0.012352
57445.1376680001,12.36713,0.012178
57445.137784,12.391136,0.012249
57446.1389410002,12.31307,0.012047
57446.1390450001,12.389095,0.012377
57446.1391489999,12.30439,0.012085
57447.1401559999,12.388071,0.012387
57447.1402489999,12.364217,0.012367
57447.1403410002,12.413364,0.012556
57448.2136860001,12.385479,0.011913
57448.2137910002,12.440583,0.012158
57448.2138950001,12.429612,0.012179
57449.2141149999,12.424357,0.012365
57449.2142070001,12.294024,0.011412
57449.2143000001,12.30168,0.011362
57450.2146700001,12.328766,0.0115
57450.214774,12.334854,0.011513
57450.214867,12.316569,0.011472
57451.2159199999,12.420562,0.011801
57451.2160240002,12.389092,0.011741
57451.2161170002,12.371282,0.011669
57452.2163829999,12.369926,0.011694
57452.218779,12.369359,0.012038
57452.2188829998,12.378928,0.011899
57453.2169499998,12.344015,0.012097
57453.2170540001,12.347718,0.012123
57453.2171470001,12.335708,0.012061
57454.2402260001,12.418999,0.012294
57454.2403179999,12.429789,0.012327
57454.2404109999,12.414546,0.012217
57455.3753760001,12.251731,0.011762
57455.3754690001,12.239717,0.011909
57455.3755609998,12.219329,0.011759
57456.3765679998,12.212787,0.011609
57456.3766609998,12.176151,0.011519
57456.3767530001,12.194753,0.011579
57458.2289760001,12.397562,0.011592
57458.2291259998,12.398366,0.011695
57458.2292769998,12.377808,0.011581
57461.2157120002,12.38968,0.011581
57461.2158039999,12.394418,0.011536
57461.2277370002,12.420471,0.011829
57464.2338020001,12.437772,0.012846
57464.2338950001,12.448178,0.012855
57464.2339989999,12.438534,0.012793
57465.234439,12.363942,0.011634
57465.2345309998,12.371596,0.011665
57465.2346350001,12.352573,0.011628
57466.2350980002,11.89626,0.011759
57466.2352029998,12.029665,0.011786
57466.2353070001,12.020639,0.011748
57467.3859319999,12.441836,0.022449
57467.3860360002,11.853919,0.02043
57467.386128,12.145755,0.016685
57468.3871820001,12.276317,0.013345
57468.3872739999,12.250707,0.01347
57468.3873780002,12.278058,0.01411
57471.2660130002,12.41271,0.012226
57471.2661279999,12.417611,0.012259
57471.2662209999,12.397848,0.012183
57472.2669970002,12.324404,0.013051
57472.2671119999,12.349175,0.012891
57472.2672049999,12.323728,0.012757
57473.267922,12.38956,0.013207
57473.268038,12.407547,0.013251
57473.268131,12.39689,0.013367
57474.2692880002,12.440363,0.012942
57474.2694040001,12.439624,0.012711
57474.2694970001,12.44027,0.012851
57475.2760939999,12.216526,0.012286
57475.276209,12.201605,0.01225
57475.276302,12.186701,0.012191
57476.3741609999,12.343432,0.012891
57476.3742769999,12.261056,0.012641
57476.3743690001,12.294237,0.012628
57477.3752259999,12.336913,0.011165
57477.375341,12.341935,0.011257
57477.375457,12.305028,0.011345
57478.3762559998,12.270856,0.011618
57478.3763600001,12.263612,0.011631
57478.3764760001,12.260357,0.011523
57479.3776790001,12.26381,0.012703
57479.3777839998,12.230953,0.012464
57479.3778880001,12.279328,0.012662
57480.3811860001,12.291042,0.011703
57480.381302,12.309223,0.011799
57480.3814059999,12.305058,0.011722
57481.383409,12.188,0.014588
57481.3835240002,12.215677,0.014745
57481.3836400001,12.23331,0.019466
57484.3891960001,12.264159,0.011839
57484.3893109998,12.313986,0.011858
57484.3894270002,12.266308,0.011855
57485.3904690002,12.298095,0.01195
57485.3905839999,12.248279,0.01172
57485.390712,12.224595,0.011642
57486.3918920001,12.304775,0.011873
57486.3920080001,12.3096,0.011846
57486.3921349999,12.256628,0.011859
57488.053084,12.384894,0.01252
57488.0532120001,12.346057,0.012368
57488.0533389999,12.361262,0.012413
57489.0685009998,12.509126,0.029581
57489.0686280001,12.505581,0.02979
57489.0687560001,12.512832,0.02925
57491.385237,12.185399,0.011462
57491.385365,12.166253,0.011591
57491.3854919998,12.184432,0.011577
57494.4035939998,12.182228,0.011897
57494.4037330002,12.19509,0.011844
57494.4038720001,12.16125,0.0118
57495.4051100002,12.265658,0.01223
57495.4052490001,12.243991,0.012226
57495.405388,12.235603,0.012182
57499.361337,12.367494,0.01498
57499.3614869998,12.286751,0.014083
57499.3616260001,12.306286,0.014447
57796.1556310002,12.456229,0.014125
57796.155735,12.405997,0.014076
57796.1786750001,12.398358,0.013263
57797.2575869998,12.282958,0.01125
57797.2577030002,12.273923,0.011283
57797.2578179999,12.28454,0.011295
57812.1100519998,12.430756,0.014892
57812.195272,12.437006,0.013579
57812.1953759999,12.48062,0.013737
57813.202691,12.295408,0.012566
57813.2027949998,12.318731,0.012758
57813.2029109998,12.324668,0.012967
57814.2111399998,12.411625,0.01329
57814.2112560002,12.434195,0.013387
57814.2113600001,12.444939,0.013425
57816.0919039999,12.400991,0.014325
57816.0949249999,12.338976,0.014078
57816.0950290002,12.370167,0.014065
57818.2508160002,12.48392,0.012766
57818.25092,12.467585,0.01265
57818.251036,12.481893,0.012699
57821.2301909998,12.401042,0.011864
57821.2303070002,12.397989,0.011822
57821.2304219999,12.385757,0.011827
57822.2687439998,12.365081,0.011905
57822.2688600002,12.370036,0.011885
57822.268964,12.367696,0.011858
57823.2698900001,12.289198,0.011023
57823.2700169999,12.308707,0.01127
57823.2701329999,12.318671,0.011193
57824.2722280002,12.444216,0.012813
57824.2723320001,12.420436,0.012642
57824.272448,12.399211,0.012443
57825.273478,12.375378,0.012255
57825.2736050002,12.34154,0.012204
57825.2737210002,12.400619,0.012413
57826.2768919999,12.313614,0.012007
57826.276997,12.316799,0.011992
57826.2771120002,12.324492,0.011958
57827.303721,12.388933,0.012277
57827.3038369999,12.411783,0.012301
57828.1339989998,12.400862,0.013612
57828.305307,12.236255,0.01275
57828.3054220001,12.282599,0.013009
57828.3055380001,12.268518,0.01273
57829.3063830002,12.179862,0.012345
57829.3065220001,12.145622,0.012337
57829.3066380001,12.157242,0.012331
57830.3077600002,12.245452,0.01257
57830.3078879998,12.267202,0.012687
57830.308003,12.232497,0.012616
57833.363744,12.2433,0.011768
57833.3638829999,12.258235,0.011714
57833.3639989998,12.252703,0.011682
57834.369612,12.29337,0.011883
57834.36974,12.28833,0.012064
57834.3698550002,12.296358,0.011941
57835.376441,12.195379,0.011844
57835.3765679998,12.218679,0.011831
57835.3766839998,12.226961,0.011959
57837.0765220001,12.484359,0.01394
57837.076626,12.479485,0.014146
57837.076742,12.456185,0.013747
57838.230434,12.428847,0.012679
57838.2305379999,12.389133,0.012403
57838.2306539998,12.394377,0.012491
57839.3414409999,12.218144,0.011766
57839.3415569998,12.227084,0.0117
57839.341672,12.21079,0.011793
57841.1076560002,12.400292,0.012586
57841.10776,12.37304,0.01215
57841.107876,12.384258,0.012508
57917.99651,12.400502,0.013083
57917.9966259999,12.384395,0.013075
57917.9967299998,12.374639,0.013079
57917.9968340001,12.37075,0.013189
57917.9969500001,12.372476,0.013259
57917.997066,12.36006,0.013185
57917.9971699999,12.387282,0.013271
57917.9972859998,12.379658,0.01326
57917.9973900002,12.368951,0.013252
57917.997494,12.37378,0.013302
57917.99761,12.355915,0.013249
57917.9977139998,12.361007,0.013318
57917.9978299998,12.401427,0.013548
57917.9979340001,12.383962,0.013366
57917.998038,12.382318,0.013417
57917.9981539999,12.391127,0.013588
57917.9982699999,12.375107,0.01393
57917.9983740002,12.397246,0.014265
57917.9984900001,12.390448,0.014301
57917.998594,12.363075,0.01393
57917.9987090002,12.373209,0.013806
57917.9988139998,12.399178,0.013908
57917.9989180001,12.375764,0.013849
57917.9990340001,12.389545,0.013785
57917.999138,12.411457,0.014019
57917.9992419998,12.338898,0.013578
57917.9993579998,12.361625,0.013637
57917.999473,12.383087,0.01377
57917.9995780001,12.378539,0.013705
57917.9996930002,12.352569,0.013507
57917.9997970001,12.358428,0.013459
57917.9999020002,12.346775,0.013503
57918.0000169999,12.381566,0.01366
57918.000122,12.387428,0.013672
57918.0002259999,12.422142,0.013864
57918.000341,12.396894,0.013755
57918.0004460001,12.386372,0.013828
57918.0005609998,12.38627,0.013771
57918.000666,12.356066,0.013623
57918.0007699998,12.397275,0.013763
57918.000885,12.387349,0.013917
57918.0009900001,12.372148,0.013842
57918.0011049998,12.376758,0.013799
57918.0012090001,12.37805,0.013776
57918.0013250001,12.3843,0.013703
57918.0014289999,12.374598,0.013393
57918.001534,12.386464,0.013532
57918.0016490002,12.360399,0.013395
57918.0017530001,12.383587,0.013291
57918.001869,12.360188,0.013263
57918.0019729999,12.39276,0.013278
57918.002078,12.37424,0.013089
57918.0021930002,12.390433,0.013128
57918.002297,12.376565,0.012932
57918.002413,12.390237,0.012902
57918.0025169998,12.401691,0.013038
57918.0026219999,12.383806,0.012938
57918.0027370001,12.392427,0.012913
57918.002841,12.373121,0.012853
57918.0029569999,12.396998,0.012872
57918.0030609998,12.423483,0.013124
57918.0031770002,12.393283,0.013071
57918.0032810001,12.384045,0.012989
57918.0033849999,12.4048,0.013267
57918.0035009999,12.386317,0.013103
57918.0036050002,12.397369,0.012994
57918.0076560001,12.322271,0.012501
57918.00776,12.329385,0.01262
57918.0078759999,12.327427,0.01282
57918.0079800002,12.324709,0.012655
57918.0080840001,12.3451,0.012752
