MJD,mag,emag
5.680512562000006437e+04,1.242300000000000004e+01,2.000000000000000042e-02
5.680911421999987215e+04,1.234999999999999964e+01,2.000000000000000042e-02
5.681010663999989629e+04,1.242800000000000082e+01,2.000000000000000042e-02
5.681410021999990568e+04,1.239600000000000080e+01,2.000000000000000042e-02
5.682617995999986306e+04,1.242900000000000027e+01,2.000000000000000042e-02
5.682810401999996975e+04,1.239300000000000068e+01,2.000000000000000042e-02
5.682908831000002101e+04,1.241900000000000048e+01,2.000000000000000042e-02
5.683109476999985054e+04,1.242699999999999960e+01,2.000000000000000042e-02
5.683309481000015512e+04,1.241000000000000014e+01,2.000000000000000042e-02
5.683708612000010908e+04,1.246899999999999942e+01,2.000000000000000042e-02
5.684505826999992132e+04,1.240799999999999947e+01,2.000000000000000042e-02
5.685014589999988675e+04,1.245599999999999952e+01,2.000000000000000042e-02
5.685504324000002816e+04,1.244500000000000028e+01,2.000000000000000042e-02
5.685605478999996558e+04,1.244100000000000072e+01,2.000000000000000042e-02
5.685804039999982342e+04,1.243900000000000006e+01,2.000000000000000042e-02
5.686305182999977842e+04,1.242999999999999972e+01,2.000000000000000042e-02
5.687301079999981448e+04,1.237800000000000011e+01,2.000000000000000042e-02
5.687700119999982417e+04,1.239400000000000013e+01,2.000000000000000042e-02
5.687907233999995515e+04,1.241300000000000026e+01,2.000000000000000042e-02
5.687997164000011981e+04,1.239000000000000057e+01,2.000000000000000042e-02
5.688100757999997586e+04,1.238599999999999923e+01,2.000000000000000042e-02
5.688199771999986842e+04,1.243099999999999916e+01,2.000000000000000042e-02
5.688505989000014961e+04,1.243099999999999916e+01,2.000000000000000042e-02
5.688598223999980837e+04,1.236299999999999955e+01,2.000000000000000042e-02
5.688905385999986902e+04,1.237199999999999989e+01,2.000000000000000042e-02
5.689100595000013709e+04,1.238499999999999979e+01,2.000000000000000042e-02
5.689198280999995768e+04,1.240300000000000047e+01,2.000000000000000042e-02
5.689602940999995917e+04,1.238299999999999912e+01,2.000000000000000042e-02
5.690601628000009805e+04,1.241300000000000026e+01,2.000000000000000042e-02
5.701235631000017747e+04,1.241699999999999982e+01,2.000000000000000042e-02
5.701734580999985337e+04,1.237700000000000067e+01,2.000000000000000042e-02
5.701935187999997288e+04,1.241699999999999982e+01,2.000000000000000042e-02
5.702135458000004292e+04,1.240399999999999991e+01,2.000000000000000042e-02
5.702435315999994054e+04,1.242300000000000004e+01,2.000000000000000042e-02
5.703033189000003040e+04,1.240499999999999936e+01,2.000000000000000042e-02
5.703931650000018999e+04,1.241000000000000014e+01,2.000000000000000042e-02
5.704431101999990642e+04,1.241099999999999959e+01,2.000000000000000042e-02
5.704531004999997094e+04,1.242600000000000016e+01,2.000000000000000042e-02
5.704731490000011399e+04,1.241600000000000037e+01,2.000000000000000042e-02
5.704832219999982044e+04,1.243299999999999983e+01,2.000000000000000042e-02
5.705130794999981299e+04,1.243599999999999994e+01,2.000000000000000042e-02
5.705331290999986231e+04,1.242300000000000004e+01,2.000000000000000042e-02
5.706722276999987662e+04,1.244500000000000028e+01,2.000000000000000042e-02
5.706928262999979779e+04,1.241799999999999926e+01,2.000000000000000042e-02
5.707128629000019282e+04,1.238899999999999935e+01,2.000000000000000042e-02
5.707428870999999344e+04,1.241099999999999959e+01,2.000000000000000042e-02
5.707726991999987513e+04,1.239499999999999957e+01,2.000000000000000042e-02
5.707935032000020146e+04,1.240499999999999936e+01,2.000000000000000042e-02
5.708127365999994799e+04,1.240799999999999947e+01,2.000000000000000042e-02
5.708326518000010401e+04,1.243999999999999950e+01,2.000000000000000042e-02
5.709415584000013769e+04,1.240199999999999925e+01,2.000000000000000042e-02
5.709735539000015706e+04,1.238899999999999935e+01,2.000000000000000042e-02
5.710022361999982968e+04,1.238400000000000034e+01,2.000000000000000042e-02
5.710922848000004888e+04,1.241699999999999982e+01,2.000000000000000042e-02
5.712312510999990627e+04,1.240700000000000003e+01,2.000000000000000042e-02
5.712713537999987602e+04,1.238899999999999935e+01,2.000000000000000042e-02
5.713528246999997646e+04,1.239100000000000001e+01,2.000000000000000042e-02
5.713622281000018120e+04,1.241000000000000014e+01,2.000000000000000042e-02
5.713917831999994814e+04,1.242300000000000004e+01,2.000000000000000042e-02
5.715330016000010073e+04,1.241200000000000081e+01,2.000000000000000042e-02
5.715421134999999776e+04,1.241000000000000014e+01,2.000000000000000042e-02
5.715719375000009313e+04,1.239100000000000001e+01,2.000000000000000042e-02
5.716011909000016749e+04,1.239199999999999946e+01,2.000000000000000042e-02
5.716312967999977991e+04,1.238499999999999979e+01,2.000000000000000042e-02
5.717317403999995440e+04,1.240600000000000058e+01,2.000000000000000042e-02
5.718012330000009388e+04,1.239000000000000057e+01,2.000000000000000042e-02
5.718203058000002056e+04,1.239499999999999957e+01,2.000000000000000042e-02
5.718606691000005230e+04,1.238599999999999923e+01,2.000000000000000042e-02
5.718901197999995202e+04,1.240900000000000070e+01,2.000000000000000042e-02
5.722702620999980718e+04,1.241399999999999970e+01,2.000000000000000042e-02
5.723306418999982998e+04,1.243099999999999916e+01,2.000000000000000042e-02
5.724899827999994159e+04,1.243599999999999994e+01,2.000000000000000042e-02
5.725598076999979094e+04,1.239300000000000068e+01,2.000000000000000042e-02
5.726503083000006154e+04,1.242800000000000082e+01,2.000000000000000042e-02
5.726800144999986514e+04,1.243099999999999916e+01,2.000000000000000042e-02
5.727599636000022292e+04,1.234200000000000053e+01,2.000000000000000042e-02
5.738336004000017419e+04,1.246000000000000085e+01,2.000000000000000042e-02
5.739036572000011802e+04,1.243800000000000061e+01,2.000000000000000042e-02
5.739534257999993861e+04,1.238000000000000078e+01,2.000000000000000042e-02
5.740332041999977082e+04,1.244299999999999962e+01,2.000000000000000042e-02
5.740832887999992818e+04,1.238599999999999923e+01,2.000000000000000042e-02
5.740934891999978572e+04,1.244200000000000017e+01,2.000000000000000042e-02
5.741030731000006199e+04,1.241600000000000037e+01,2.000000000000000042e-02
5.742134482000023127e+04,1.239899999999999913e+01,2.000000000000000042e-02
5.742435115000000224e+04,1.238799999999999990e+01,2.000000000000000042e-02
5.742730429999995977e+04,1.235899999999999999e+01,2.000000000000000042e-02
5.743733198999986053e+04,1.240499999999999936e+01,2.000000000000000042e-02
5.743936457999981940e+04,1.241999999999999993e+01,2.000000000000000042e-02
5.744033386000012979e+04,1.237500000000000000e+01,2.000000000000000042e-02
5.745136748000001535e+04,1.246599999999999930e+01,2.000000000000000042e-02
5.745423669000016525e+04,1.247600000000000087e+01,2.000000000000000042e-02
5.745835436999984086e+04,1.245500000000000007e+01,2.000000000000000042e-02
5.746521451999992132e+04,1.240199999999999925e+01,2.000000000000000042e-02
5.746620296999998391e+04,1.238499999999999979e+01,2.000000000000000042e-02
5.747731840999983251e+04,1.246599999999999930e+01,2.000000000000000042e-02
5.747920496999984607e+04,1.238799999999999990e+01,2.000000000000000042e-02
5.748425524999992922e+04,1.241799999999999926e+01,2.000000000000000042e-02
5.748619350000005215e+04,1.245299999999999940e+01,2.000000000000000042e-02
5.754812149999989197e+04,1.246499999999999986e+01,2.000000000000000042e-02
5.756005345000000671e+04,1.241699999999999982e+01,2.000000000000000042e-02
5.756618958000000566e+04,1.241600000000000037e+01,2.000000000000000042e-02
5.756705415000021458e+04,1.243999999999999950e+01,2.000000000000000042e-02
5.757320269000018016e+04,1.244800000000000040e+01,2.000000000000000042e-02
5.757615381000004709e+04,1.242699999999999960e+01,2.000000000000000042e-02
5.758505323000019416e+04,1.235500000000000043e+01,2.000000000000000042e-02
5.758997253999998793e+04,1.247799999999999976e+01,2.000000000000000042e-02
5.760200688999984413e+04,1.241799999999999926e+01,2.000000000000000042e-02
5.760505894999997690e+04,1.242500000000000071e+01,2.000000000000000042e-02
5.762202037000004202e+04,1.248300000000000054e+01,2.000000000000000042e-02
5.762503249000012875e+04,1.247799999999999976e+01,2.000000000000000042e-02
5.762602916999999434e+04,1.241099999999999959e+01,2.000000000000000042e-02
5.763103624999988824e+04,1.243500000000000050e+01,2.000000000000000042e-02
5.763500743000023067e+04,1.247899999999999920e+01,2.000000000000000042e-02
5.764099770999979228e+04,1.247100000000000009e+01,2.000000000000000042e-02
5.775535367000009865e+04,1.233699999999999974e+01,2.000000000000000042e-02
5.775735803999984637e+04,1.247000000000000064e+01,2.000000000000000042e-02
5.775834615000011399e+04,1.237400000000000055e+01,2.000000000000000042e-02
5.776236630999995396e+04,1.236999999999999922e+01,2.000000000000000042e-02
5.776433850000007078e+04,1.241799999999999926e+01,2.000000000000000042e-02
5.776732435999996960e+04,1.243299999999999983e+01,2.000000000000000042e-02
5.777729493999993429e+04,1.238700000000000045e+01,2.000000000000000042e-02
5.777931000000005588e+04,1.250000000000000000e+01,2.000000000000000042e-02
5.778128960999986157e+04,1.235500000000000043e+01,2.000000000000000042e-02
5.778427890999987721e+04,1.235999999999999943e+01,2.000000000000000042e-02
5.778627410000003874e+04,1.243999999999999950e+01,2.000000000000000042e-02
5.779125974000012502e+04,1.236800000000000033e+01,2.000000000000000042e-02
5.779432939000008628e+04,1.236200000000000010e+01,2.000000000000000042e-02
5.779938376000011340e+04,1.244500000000000028e+01,2.000000000000000042e-02
5.780337727000005543e+04,1.233900000000000041e+01,2.000000000000000042e-02
5.780422611000016332e+04,1.240499999999999936e+01,2.000000000000000042e-02
5.780631593000004068e+04,1.238499999999999979e+01,2.000000000000000042e-02
5.780721967000002041e+04,1.236700000000000088e+01,2.000000000000000042e-02
5.781223405000008643e+04,1.244200000000000017e+01,2.000000000000000042e-02
5.781733772999979556e+04,1.242699999999999960e+01,2.000000000000000042e-02
5.782417665999988094e+04,1.243299999999999983e+01,2.000000000000000042e-02
5.782830513000022620e+04,1.241600000000000037e+01,2.000000000000000042e-02
5.783034524999978021e+04,1.243500000000000050e+01,2.000000000000000042e-02
5.783333703000005335e+04,1.241099999999999959e+01,2.000000000000000042e-02
5.783435803999984637e+04,1.245599999999999952e+01,2.000000000000000042e-02
5.783714325999980792e+04,1.246899999999999942e+01,2.000000000000000042e-02
5.784015475000021979e+04,1.245800000000000018e+01,2.000000000000000042e-02
5.785017089000018314e+04,1.245199999999999996e+01,2.000000000000000042e-02
5.785112046999996528e+04,1.238299999999999912e+01,2.000000000000000042e-02
5.785409899999992922e+04,1.242300000000000004e+01,2.000000000000000042e-02
5.785821405000006780e+04,1.234699999999999953e+01,2.000000000000000042e-02
5.787021396999992430e+04,1.241699999999999982e+01,2.000000000000000042e-02
5.788907894999999553e+04,1.241200000000000081e+01,2.000000000000000042e-02
5.789430512000015005e+04,1.244100000000000072e+01,2.000000000000000042e-02
5.790220544999977574e+04,1.242399999999999949e+01,2.000000000000000042e-02
5.790329902999987826e+04,1.238000000000000078e+01,2.000000000000000042e-02
5.790404771000007167e+04,1.242200000000000060e+01,2.000000000000000042e-02
5.790520849000010639e+04,1.239600000000000080e+01,2.000000000000000042e-02
5.791318442999990657e+04,1.239899999999999913e+01,2.000000000000000042e-02
5.791519221000000834e+04,1.241099999999999959e+01,2.000000000000000042e-02
5.792324563999986276e+04,1.241799999999999926e+01,2.000000000000000042e-02
5.793420924999983981e+04,1.241099999999999959e+01,2.000000000000000042e-02
5.794217983999988064e+04,1.240799999999999947e+01,2.000000000000000042e-02
5.794613895000005141e+04,1.239300000000000068e+01,2.000000000000000042e-02
5.795212868000008166e+04,1.244400000000000084e+01,2.000000000000000042e-02
5.795713377000018954e+04,1.242200000000000060e+01,2.000000000000000042e-02
5.796009265000000596e+04,1.248199999999999932e+01,2.000000000000000042e-02
5.796811835000012070e+04,1.244100000000000072e+01,2.000000000000000042e-02
5.796999532999983057e+04,1.240600000000000058e+01,2.000000000000000042e-02
5.797210389999998733e+04,1.240000000000000036e+01,2.000000000000000042e-02
5.797908177000004798e+04,1.245800000000000018e+01,2.000000000000000042e-02
5.798204911000002176e+04,1.242200000000000060e+01,2.000000000000000042e-02
5.798605739999981597e+04,1.240000000000000036e+01,2.000000000000000042e-02
5.799602909999992698e+04,1.239100000000000001e+01,2.000000000000000042e-02
5.800799140000017360e+04,1.242099999999999937e+01,2.000000000000000042e-02
5.811836131000006571e+04,1.240199999999999925e+01,2.000000000000000042e-02
5.812335366000002250e+04,1.243299999999999983e+01,2.000000000000000042e-02
5.812435378000000492e+04,1.241600000000000037e+01,2.000000000000000042e-02
5.812735797999985516e+04,1.243599999999999994e+01,2.000000000000000042e-02
5.812835424999985844e+04,1.240499999999999936e+01,2.000000000000000042e-02
5.813437382999993861e+04,1.238499999999999979e+01,2.000000000000000042e-02
5.813537368999980390e+04,1.236299999999999955e+01,2.000000000000000042e-02
5.813636562999989837e+04,1.246100000000000030e+01,2.000000000000000042e-02
5.813736555000022054e+04,1.241900000000000048e+01,2.000000000000000042e-02
5.813836541000008583e+04,1.236800000000000033e+01,2.000000000000000042e-02
5.814036090999981388e+04,1.241799999999999926e+01,2.000000000000000042e-02
5.814134445000020787e+04,1.239100000000000001e+01,2.000000000000000042e-02
5.814233265000022948e+04,1.240300000000000047e+01,2.000000000000000042e-02
5.814331790000014007e+04,1.247300000000000075e+01,2.000000000000000042e-02
5.814430989000014961e+04,1.240099999999999980e+01,2.000000000000000042e-02
5.814531324000004679e+04,1.236100000000000065e+01,2.000000000000000042e-02
5.814734642999991775e+04,1.241799999999999926e+01,2.000000000000000042e-02
5.814832799000013620e+04,1.238400000000000034e+01,2.000000000000000042e-02
5.814931189000001177e+04,1.243200000000000038e+01,2.000000000000000042e-02
5.815029993999982253e+04,1.239799999999999969e+01,2.000000000000000042e-02
5.815835760000022128e+04,1.244599999999999973e+01,2.000000000000000042e-02
5.816034802999999374e+04,1.243299999999999983e+01,2.000000000000000042e-02
5.816133974999981001e+04,1.240000000000000036e+01,2.000000000000000042e-02
5.816323964999988675e+04,1.241000000000000014e+01,2.000000000000000042e-02
5.816425842999992892e+04,1.239600000000000080e+01,2.000000000000000042e-02
5.816736017000023276e+04,1.241900000000000048e+01,2.000000000000000042e-02
5.817225325000006706e+04,1.245299999999999940e+01,2.000000000000000042e-02
5.818232922000018880e+04,1.241900000000000048e+01,2.000000000000000042e-02
5.818930077000008896e+04,1.240199999999999925e+01,2.000000000000000042e-02
5.819029620000021532e+04,1.243599999999999994e+01,2.000000000000000042e-02
5.819121480999980122e+04,1.245700000000000074e+01,2.000000000000000042e-02
5.819421211999980733e+04,1.246700000000000053e+01,2.000000000000000042e-02
5.819515706000011414e+04,1.240300000000000047e+01,2.000000000000000042e-02
5.820235822999989614e+04,1.240499999999999936e+01,2.000000000000000042e-02
5.820314019999979064e+04,1.244400000000000084e+01,2.000000000000000042e-02
5.820413504000008106e+04,1.245100000000000051e+01,2.000000000000000042e-02
5.820616764000011608e+04,1.239799999999999969e+01,2.000000000000000042e-02
5.820923164999997243e+04,1.238400000000000034e+01,2.000000000000000042e-02
5.821021152999997139e+04,1.246499999999999986e+01,2.000000000000000042e-02
5.821742491000005975e+04,1.240799999999999947e+01,2.000000000000000042e-02
5.822520563999982551e+04,1.244599999999999973e+01,2.000000000000000042e-02
5.822624552999995649e+04,1.252699999999999925e+01,2.000000000000000042e-02
5.822727589999977499e+04,1.240900000000000070e+01,2.000000000000000042e-02
5.822820239000022411e+04,1.236800000000000033e+01,2.000000000000000042e-02
5.822921345000015572e+04,1.252399999999999913e+01,2.000000000000000042e-02
5.824123242999985814e+04,1.241200000000000081e+01,2.000000000000000042e-02
5.824312699999986216e+04,1.238799999999999990e+01,2.000000000000000042e-02
5.830302291999990121e+04,1.250799999999999912e+01,2.000000000000000042e-02
5.830919084999989718e+04,1.251399999999999935e+01,2.000000000000000042e-02
5.831018721000012010e+04,1.236800000000000033e+01,2.000000000000000042e-02
5.831118745000008494e+04,1.243399999999999928e+01,2.000000000000000042e-02
5.831317858000006527e+04,1.240000000000000036e+01,2.000000000000000042e-02
5.831416663999995217e+04,1.240300000000000047e+01,2.000000000000000042e-02
5.832414032999984920e+04,1.242800000000000082e+01,2.000000000000000042e-02
5.832912941000005230e+04,1.242500000000000071e+01,2.000000000000000042e-02
5.833212266999995336e+04,1.246899999999999942e+01,2.000000000000000042e-02
5.833511120999976993e+04,1.251699999999999946e+01,2.000000000000000042e-02
5.833610760999983177e+04,1.237700000000000067e+01,2.000000000000000042e-02
5.833810070999991149e+04,1.253700000000000081e+01,2.000000000000000042e-02
5.833907323999982327e+04,1.238100000000000023e+01,2.000000000000000042e-02
5.834005078999977559e+04,1.241799999999999926e+01,2.000000000000000042e-02
5.834108943999977782e+04,1.248499999999999943e+01,2.000000000000000042e-02
5.834209266000008211e+04,1.237800000000000011e+01,2.000000000000000042e-02
5.834507978999987245e+04,1.242600000000000016e+01,2.000000000000000042e-02
5.835205384999979287e+04,1.238499999999999979e+01,2.000000000000000042e-02
5.835602044000010937e+04,1.243200000000000038e+01,2.000000000000000042e-02
5.835903668999997899e+04,1.243599999999999994e+01,2.000000000000000042e-02
5.836302194999996573e+04,1.243699999999999939e+01,2.000000000000000042e-02
5.836401858999999240e+04,1.251299999999999990e+01,2.000000000000000042e-02
5.836501856000022963e+04,1.241900000000000048e+01,2.000000000000000042e-02
5.836601138000003994e+04,1.242200000000000060e+01,2.000000000000000042e-02
5.836700386000005528e+04,1.251500000000000057e+01,2.000000000000000042e-02
5.836800796000007540e+04,1.237299999999999933e+01,2.000000000000000042e-02
5.836900430000014603e+04,1.241699999999999982e+01,2.000000000000000042e-02
5.837000063000014052e+04,1.251699999999999946e+01,2.000000000000000042e-02
5.837099340000003576e+04,1.239899999999999913e+01,2.000000000000000042e-02
5.837199378000013530e+04,1.241499999999999915e+01,2.000000000000000042e-02
5.837298627999983728e+04,1.249000000000000021e+01,2.000000000000000042e-02
5.837697586000012234e+04,1.245599999999999952e+01,2.000000000000000042e-02
